,417768,660
,71869,26
,2947526,4397
,22210,38
,21592,43
,5105,11
,271302,507
,38214,60
,733,2
,1073782,1259
,732421,932
,5735,7
,41683814,53684
,1966107,2476
,258593036,311774
,287019,393
,384306,772
,17662,29
,73017,91
,1057689,1467
,31171780,46654
,6732648,9708
,17520,41
,1826235,2248
,22248955,34388
,1095361,1417
,2044868,3508
,17265247,25242
,1259840,1735
,158341,196
,57726,93
,86582185,91570
,43601917,89921
,62850276,84199
,1588,6
,72171737,86299
,262,1
,32616,82
,87079181,111332
,570499,725
,70294,63
,21811,38
,293026,409
,119018480,164985
,21850686,39474
,319808,387
,21074,26
,5401679,6699
,1907822,2347
,2054392,2397
,2093280,2942
,153679,188
,7361220,8648
,22678736,29971
,7243,14
,3999632,6075
,4705329,9509
,2994,9
,1345836,1754
,32655,30
,6754548,8657
,5504677,8281
,4493,11
,164244797,211824
,507429,678
,18076677,30520
,2325073,2940
,37372,46
,19889407,27879
,3859035,5534
,8206,10
,292286,233
,72175,28
,5458,13
,49002428,62307
,208427,291
,1065113,1447
,6700,12
,56972,96
,56377,86
,22548,37
,263,1
,8272966,12819
,65254060,94262
,6439777,8366
,557899,955
,2440,9
,1563779,2119
,105968,136
,2576843,4013
,52516,104
,271118,296
,4214,9
,5898,9
,3826208,5497
,3641974,4826
,568950,693
,37820,67
,6354937,7132
,39573,55
,186565,299
,923043,1546
,1028799,1683
,57956737,81748
,62014,99
,66606,84
,35150002,41544
,357537,380
,69566,127
,7081828,9361
,38551,34
,16172,17
,2371,9
,8443,26
,1962215,2738
,3647,9
,3078,11
,2444234,3645
,7226327,10903
,678915,1257
,36288606,37981
,6271864,6921
,33074,25
,88072,121
,1169267,1392
,42452,58
,6213,20
,2364380,3509
,2390182,3823
,3046049,4504
,2187,5
,136713,263
,12421110,17251
,12216829,23059
,1560228,2242
,239470,318
,6381296,8578
,4952466,6440
,95624,131
,3459,11
,2581023,3511
,304805,365
,626912,1068
,719,2
,786,3
,785056,924
,79118,29
,64652,120
,49094,100
,2643,8
,72249257,99405
,459436,787
,14406,30
,264,1
,835,3
,307610,361
,3632804,4635
,7995442,11948
,8400632,18589
,1372851,495
,34851,63
,14114,26
,27288,60
,4420901331,6727362
,2862862,3083
,9213617,10989
,9055250,11958
,95914,136
,3743,6
,53128,59
,30596,41
,2645860,3622
,435626,667
,191429,292
,6000,8
,29057,23
,9575741,16428
,40944,69
,164877,224
,19679209,26513
,662,1
,1336742,1996
,788,3
,3850,12
,7105266,9035
,4793467,6660
,180760,287
,579026,927
,4413624,5871
,2880,5
,9328348,12188
,264,1
,554361,847
,15832,37
,3898467,5760
,319970,414
,33711,45
,29112,38
,284563,424
,113000,212
,455035,560
,254683,402
,1160,4
,10318881,19753
,1279494,1776
,22880,7
,265,1
,249293,487
,242201,497
,261,1
,159662,190
,2152,1
,16688053,19359
,17776,32
,2550,9
,39615,57
,2943,6
,563760,1074
,8777,18
,693950,1128
,6265136,6895
,7914,11
,4462065,5924
,543113,632
,504683,689
,7776425,9099
,1056407,2242
,187220,223
,2607,2
,347962333,506669
,433,1
,14945213,21472
,1069163,194
,42192,38
,30235,45
,2139,5
,1887655,2053
,531856165,850492
,56884504,83470
,6887058,10095
,1145572,1457
,77641,127
,2325,3
,1636803,2274
,352958,563
,2220484,2562
,107143,177
,118911,132
,86564181,155211
,399489,604
,36666,55
,504401,740
,3618308,4318
,2073,5
,1888052,2465
,9217,14
,174021,410
,5789403,8222
,1487,5
,60126,90
,3200,5
,2425152,3221
,5221841,7338
,38114,32
,286301,367
,12236,26
,774,3
,262,1
,27761,43
,25666566,38592
,5421,10
,18534747,31908
,98538003,204779
,4325945,5617
,31596,55
,4526,6
,1364347,2012
,18874,48
,2831484,4290
,11384462,17134
,1488095,1887
,14820,22
,26249778,22324
,3748,3
,29181590,35220
,45958,66
,29168,60
,2220,3
,1375096,1187
,875355,1273
,8906557,14925
,5313,18
,42052,89
,4404224,9075
,432124,578
,110352,171
,47765,78
,150000,234
,64350013,89778
,1929278,2415
,8426336,11825
,626965,1207
,32445,44
,52824838,75885
,2831453,3552
,286032,453
,382356,487
,477959,737
,5216,6
,1468526,543
,3734,12
,439626,664
,161377,230
,46241432,65511
,872798,869
,82256,75
,5236816,6632
,55253425,88486
,837075,1004
,7913,9
,176050421,283974
,1493283,1665
,141584,276
,115926,188
,12478,18
,3731,14
,1258,4
,54960,87
,7211265,10250
,5336800,6919
,70382,123
,263,1
,120043,108
,13003294,11318
,207541,283
,278516,375
,1310990,1537
,181840,269
,7589,6
,124753039,176722
,125457823,179623
,58883337,88904
,373179,330
,138957,182
,291254164,424691
,576458,899
,75852,166
,199601,273
,42218192,61719
,147017,147
,499968,728
,9102559,11484
,196787,306
,19373,55
,15871672,23791
,799139972,1188758
,1182167,1535
,46239,68
,12639052,17674
,10769,20
,21832137,25895
,267520,335
,4623365,5373
,3762171,5603
,3396406,3426
,258555,232
,2173016,2928
,1658840,1838
,634031,353
,15808441,21141
,18168,45
,3471504,4145
,19031,42
,1638775,2689
,125645,182
,502099,698
,10124579,13435
,163152,320
,132082091,228774
,2947539,2563
,500394,418
,540,2
,1485543,1950
,1382,4
,8774,17
,286162,392
,11349,22
,535,2
,1503560,2064
,5027412,8591
,1486474,1844
,664,1
,7916854,10810
,4605,6
,2559,6
,1229,4
,11203165,15763
,1165871,1831
,563609,111
,168515,399
,1073718,1388
,97605,128
,354402,480
,32770461,38657
,7952,11
,6007613,9386
,114682,141
,4647,5
,26238,38
,9446449,11179
,783,3
,5213,8
,2256067,2935
,21611,71
,1711969,2479
,1645518,1931
,8009528,11494
,16570,35
,291871,339
,202663,434
,1538223,2268
,5071,8
,836116,1023
,3376412,3905
,30317,49
,2820481,3989
,111876,152
,6174177,8359
,16649,20
,31529401,36404
,527,2
,3450033,4409
,214887,277
,450985,1045
,120043,135
,1371074,1563
,80043,144
,4389819,5319
,60679,147
,529139522,678467
,21853447,28988
,449289,645
,26646657,32873
,662863,935
,5833,9
,4959642,5923
,3698539,5711
,53887,88
,7495569,10010
,8611395,10417
,2294,7
,3130072,4433
,3484738,4990
,129264,199
,72206836,106488
,2366722,2857
,984204,1400
,349839,401
,138290,182
,43911,20
,679622,1180
,1103,4
,119307,44
,54802,81
,25338113,36052
,46226843,79516
,693,2
,22694,40
,1025802,1350
,855490,1124
,3916113,6136
,7841,27
,59973112,54279
,1003717,1513
,44596,66
,5696486,7856
,129072,97
,3287696,4942
,18035558,24463
,262418,364
,9310,21
,6265268,8108
,6456960,9222
,12283553,15383
,617163,930
,11956,31
,15619,21
,783,3
,1313097,1084
,1716674,2241
,184893,277
,22098,40
,233380,339
,1017506916,1551853
,16566614,22721
,4795971,8263
,381555,551
,39641,134
,844,3
,220911,298
,10448322,13196
,35434,54
,9594973,13951
,208297,320
,256781,281
,774952,1258
,107435,178
,44759,85
,1278923229,3476789
,366768,781
,818242,1225
,19265,41
,1078,3
,4963,12
,1516,6
,44790,90
,4239,9
,145661,387
,2426368,3660
,2487,3
,530,2
,468202,871
,5991,8
,72118,88
,2030736,2657
,1810071,2157
,230591,338
,637839,1142
,45474526,62176
,9199925,12729
,889202,1675
,6662124,11578
,636219,1038
,5935,12
,1264147,1566
,2131617749,2666101
,2670373,3753
,32458,76
,11354,18
,1079,4
,5759,13
,438552,591
,2373694,2846
,1376253,1909
,48920,94
,12883854,20406
,11288132,18923
,1379672,1841
,694124,1187
,26458,43
,9353440,13836
,3557741,3889
,85538459,127589
,395655055,569303
,907528,1083
,198976,294
,37199669,59817
,7908,11
,1999,7
,987,4
,154988,335
,19810376,25426
,27851046,38884
,1479115,1990
,61973,71
,2868455,3681
,42788,26
,84397,114
,756371,1330
,142660445,267506
,129013,193
,2882,8
,1005211818,1600894
,18962831,22887
,11501782,16496
,218356,428
,6236691,7979
,96490,147
,601214,846
,426890,556
,1798322,2308
,3354233,4147
,8625833,11106
,42488,38
,177722,276
,464744,510
,4753201,6381
,33402,42
,1085849,1555
,5580,8
,118229,18
,3658,10
,27238291,38643
,536545,997
,524,2
,8451038,11454
,1687089,3552
,8002499,12277
,129869,192
,262,1
,9629,21
,2873503,3572
,9397,12
,7702437,9991
,36714410,47142
,3398904,5044
,59242,91
,97706,146
,741873,1039
,194772,217
,2590,8
,8041,20
,3978635,5716
,2314,8
,263,1
,618381,579
,552227,874
,5304487,6595
,1457449,2391
,369061,417
,20011386,28179
,3602018,4992
,81334,226
,26943,46
,25826415,43683
,3519004,5411
,2739300,4080
,2289621,2924
,7451688,9805
,15387,49
,264,1
,30437,47
,1715,4
,85115055,144264
,4382109,6075
,225243,359
,1555373,1698
,51280603,66663
,8169459,10535
,3372976,4294
,6836,23
,86369,82
,8553628,10290
,10314,18
,530708,731
,704833,1075
,4245,7
,1887748,2784
,3762,6
,269293,228
,1938072,2774
,12035,24
,41888,93
,261,1
,3406,6
,408215,732
,474853,618
,2529263,3449
,5616315,8689
,22550,23
,1064080,1180
,611024,223
,2209975,2365
,267,1
,257150,317
,196248,308
,10553,14
,3330451,4335
,49764,83
,757,3
,3085163,4620
,17447,51
,824417,1252
,413545,537
,165489,255
,175568,257
,1113543,1277
,25819,42
,5537257,7795
,7006,12
,380962,556
,2407319,2285
,4267080,4835
,272593,320
,218381,365
,1246775,1417
,3731072,4390
,3305997,3171
,601654,779
,11635,29
,820734,867
,1736095,2444
,62573,84
,1435333,1960
,1120822,2237
,7086703,8243
,1286,5
,10465651,14912
,463651,670
,81469836,149141
,42726,65
,15137,66
,11474,22
,14259,23
,2509198,3433
,6724507,6985
,3108390,4182
,369908,466
,2298162,3304
,594828,854
,69726,112
,3679590,3968
,4000,2
,156044,260
,3728014,5694
,772834,1129
,9559423,8653
,2787453,3587
,11724218,20355
,60236073,80107
,105504,154
,30743417,12458
,579053,848
,1119422,1689
,41092,86
,12075,17
,965240,1451
,557890,913
,26740164,36234
,11876100,14550
,3314383,4242
,436112,719
,11709,20
,7075,15
,5665,5
,60103,165
,17819,27
,123042078,241900
,33092931,53988
,1742933,2045
,53853450,86921
,2032255,2670
,505689,713
,9900,25
,1987401,2541
,261512,374
,3822349,5183
,184861806,250544
,95536,145
,108267,211
,74488,107
,5809,7
,1879,5
,2504,2
,6343611,11029
,92972,139
,24600,44
,32202,27
,497945,889
,5025736,7314
,9542,32
,115776,357
,12494,14
,22738,65
,3013,5
,413216610,560183
,783,3
,1804,7
,18428,11
,536,2
,1648341,1939
,28024924,32625
,3314925,4984
,14580673,18386
,261275,421
,2002172,2177
,4737206,6438
,2779396,3101
,1430566,1171
,265,1
,22742,42
,193978,304
,798,3
,1567,4
,713843,665
,3345879,3264
,566673,344
,13518990,18823
,16454,28
,110983,202
,35293333,49180
,1021121,1376
,19374981,24962
,162189,218
,270137,397
,25021,41
,586800,785
,8637792,12144
,40973,1
,1034883,1786
,1940,7
,3529430,4321
,27470,17
,4438,6
,1658358,2034
,530,2
,1845075,2215
,195481547,277929
,1970,3
,92793718,108646
,866106,1417
,528,2
,6747,11
,263,1
,3698476,5093
,328542,426
,13356070,22434
,12319346,17242
,113347,327
,23489401,35707
,22522,34
,602880,766
,275710,395
,12241784,15967
,1866979,2405
,9127,15
,147453,246
,2052584,2065
,1818404,2153
,63549017,86338
,136869,207
,1732110,2180
,92509181,96945
,365738,392
,324686490,408265
,6725055,10754
,270021,501
,81218,133
,345267448,478085
,948523,1402
,28474799,36883
,6372566,7636
,1422191,3257
,32525176,40947
,7371,15
,4823080,6756
,1885652,2190
,13662123,13345
,455380,540
,111544,160
,24146,29
,2380297,3231
,66487,27
,1047,4
,2712856,3516
,65316,92
,13756545,18596
,130431,200
,209134,78
,5157809,6572
,48732,62
,29411,44
,803889836,1117323
,87679572,119645
,181894,311
,977705,1254
,222394,333
,41221329,53469
,863042,1809
,14234704,20458
,208801,367
,774420,1263
,3455200,5018
,1123450,1773
,385278,595
,2991138534,4408618
,6483038,7825
,4774,5
,300966,516
,3522,11
,1074975,707
,260,1
,328060958,475239
,1979123,2711
,13624,24
,766871425,1208849
,29745317,39566
,18868422,34224
,100253,134
,25083,59
,56912,19
,156821,259
,16827288,25806
,3202655,3903
,6897676,9470
,22384045,33625
,18529138,28379
,1715527,2310
,12318,10
,154301580,199926
,14035180,16549
,110550,180
,452,1
,31452032,39977
,7022,14
,59435102,73172
,742231,879
,1701,4
,157362,253
,6958758,8750
,135092220,195005
,3515,9
,214176,507
,21424,22
,32383,50
,68946,129
,34235650,64878
,96709090,142549
,860088,1274
,4321,8
,24216945,33495
,4378788,7100
,76460,134
,592,1
,167343913,226401
,6769,14
,212595,84
,26706778097,46350052
,737043,1425
,74530,111
,5967,14
,7170373,9622
,33620,59
,670958,821
,204574,311
,2331,5
,753137,1218
,2973581,3464
,8680,10
,12940,11
,19137,8
,792,3
,212269,341
,67913976,95012
,1226322,1565
,6150994,6867
,49401,114
,8799805,9230
,43422,79
,67773,96
,57803,78
,116899,217
,612923,1058
,10173362,17610
,66277,82
,3085894,4107
,5304,17
,25194934,38846
,5891632,7523
,1114976248,1415592
,16337447,9413
,12567110,18338
,11632612,16484
,6347470,7921
,467340,675
,829287,1631
,27066,27
,5575085,8633
,8854157,11966
,355844,624
,411374,695
,41079710,37601
,486905,578
,568556,838
,1666303,2154
,92418,86
,2002965,4206
,2830,10
,95491865,132302
,40165,52
,35422,84
,1289709,1687
,198926,358
,13376,30
,1533870,552
,27495,69
,111716,161
,78699297,122300
,44341059,66003
,355876,414
,8558284,10983
,1245415,1679
,2361106,3374
,368050,604
,7041,17
,2825502,4266
,6742,13
,16289355,23163
,3843377,5389
,117822,165
,1130443215,1752385
,24434654,33517
,51227,82
,5528128,12131
,1689,6
,6217046,11671
,48984,53
,1066647,1356
,750450,465
,749637,763
,5925,19
,52760,108
,34322,61
,56619,76
,3418416,3270
,1225,4
,25618633,38087
,3164387,3825
,5205,5
,15239163,21067
,3043743,4215
,4245703,6849
,1338,4
,168846,275
,152472,199
,11777823,10782
,30595908,42559
,808797662,1082222
,749844,404
,8897,9
,526,2
,301078,558
,18490449,22344
,312258,594
,1835374,2546
,2656617,3214
,4679467,6845
,83055,107
,134874281,287683
,22843,47
,2273687,3290
,34768,49
,17029,31
,10780,29
,70364923,138051
,11463,28
,23323,58
,158247416,256437
,6655,10
,206316212,285588
,1950222,3074
,227518,415
,133235,176
,1244986,1665
,431029,1041
,37180577,45680
,46641139,61290
,12980586,14072
,14262608,26963
,179002,234
,4256665,5833
,2579784,3547
,113798,160
,2626673,3636
,3421218,5784
,3689683,5644
,17300555,25146
,668592,918
,109179,112
,1310,5
,863148,1044
,1342696,1949
,647386,1012
,90873,37
,718713538,1104221
,1811817,2648
,69564833,88345
,315250,420
,3405370,154
,8137332,11199
,144745,188
,1828823,2336
,20790659,28453
,106038005,150133
,9376,12
,458014,548
,512312,716
,444681,649
,86493,144
,3850,3
,29701981,46496
,25737,22
,4318,11
,321584,351
,848844,1258
,3245,5
,12449,20
,49125,63
,114664860,160218
,1833513,1748
,19251027,28702
,34695,94
,263,1
,173250999,205262
,1837228,2680
,69826,107
,879398,1448
,29502,38
,19088,1
,505175,687
,9341497,14337
,22821971,34163
,158243124,190568
,309237,493
,345424,389
,4938613,11462
,11887821,15960
,4200006,6460
,4943225,7462
,19997,4
,254354,480
,22088,23
,2077959,3313
,45582,63
,168711,280
,4035453,4629
,26053,55
,9586,12
,120289,156
,35628879,46395
,279213,75
,2198144,2918
,1415296,1882
,3572071,3981
,45289,74
,212108,282
,322657,466
,1932,7
,38068887,40533
,6540805,8392
,7759,20
,124012,93
,14809301,21010
,133615,236
,11277,23
,94850,179
,1076,4
,1215268,1517
,311609,433
,74356,59
,2419498,3282
,2759,2
,26715554,35412
,11575111,14275
,279216,423
,569271,754
,1236051,1135
,379497,530
,121827,159
,7341,21
,2730253,3854
,2001576,3606
,14699,20
,4031442,6869
,844319,1290
,5409000,2562
,13197506,16571
,2483682,3334
,3609,6
,32847255,38635
,671409,1011
,19973,4
,469746,601
,299860,425
,7893236,11308
,545706,775
,75886,167
,6402,15
,13599,26
,1541540,2047
,456,1
,521510,575
,1041,3
,50654,87
,224232,195
,6781,13
,347287092,417591
,7530909,11537
,115376,214
,34383,5
,1780841,2192
,6709791,11059
,1708497,2873
,919750,1292
,2318035,3121
,7530915,9799
,2439675,3660
,1301,5
,15608379,22044
,194531,100
,11474,26
,8337383,10870
,1578471,2513
,3059205,4748
,75454,87
,5080614,6721
,2347122,3916
,141985943,223921
,99074301,96650
,15342,25
,4006,8
,2813,7
,901,2
,7073510,9220
,19859,54
,48467779,55419
,9415662,14460
,5717687,7043
,2616299,5282
,598018,758
,17794,27
,34847613,45386
,5798396,7144
,1131096,1288
,157468883,250958
,2999340,5046
,299089,372
,23662555,30455
,37322,37
,48263676,59603
,15001572,22386
,2768,9
,261,1
,482262,132
,1053853208,1097882
,5409,8
,10097,26
,6100801,8721
,775474,1386
,695909,965
,2832,10
,7700984,10930
,1384007,1933
,628758,807
,2292875,3451
,292282,106
,993,2
,1971431,1766
,4352270,9302
,210957,326
,6936,14
,22054,34
,168590723,249782
,3393309,4672
,85095,178
,26728,40
,58012,110
,187448,277
,80780205,119084
,2541916,3723
,2439657,3047
,14133,36
,25167373,23235
,410104,522
,352728,365
,2573922,3756
,133478,184
,65047,104
,26959,28
,30935,58
,31470261,45555
,271644,342
,6621,12
,229678548,398236
,11353217,14541
,40511,30
,339744,387
,4250827,5531
,683440,1150
,326260,476
,18368,20
,911463,926
,11286,38
,286850178,415076
,254949,323
,4404323,6226
,546671,903
,6017,15
,478025,757
,9302,14
,54019891,60499
,12547,40
,28322,92
,4655,8
,10244,16
,7198341,10282
,2077400,2682
,2529295,3431
,191122,322
,20093822,30271
,8059,12
,1813170,3385
,701,2
,1847114,1948
,186586,359
,1568874,2299
,40595215,64560
,5803343,4989
,4799,8
,1131484,1513
,678533,1272
,58485,83
,405379,618
,3564640,5247
,2453195,4285
,5904251,7764
,338788,562
,45514,64
,12771,21
,2911,11
,6687670,8457
,11214952,9519
,50148,69
,222785,175
,40509719,60103
,7282,14
,1345871,253
,19368018,25582
,192891823,254736
,1201655632,1636052
,2754742,3553
,1759501,2519
,6861,12
,43294558,77103
,100811,158
,13450,17
,1132141,1538
,975677,1330
,675256,1069
,214732,335
,642367,1076
,13008015,14089
,35430,37
,68434,108
,11347935,15872
,808557,924
,10371,21
,459126,764
,14870192,21949
,2349476,3937
,7829,11
,74241,103
,46591,121
,35207,82
,129080,203
,54614,118
,2919162,4661
,77612889,105810
,7851061,11545
,14579573,24431
,1302256,1523
,176529,241
,290644,449
,1480434,1808
,3983266,5409
,14965259,20822
,561372,1028
,1997,3
,4157000,4876
,709989645,1212260
,47672573,62752
,54717,156
,6340197,9009
,33526,48
,11020,16
,1165,4
,388352,410
,29738,41
,246462,347
,521,2
,1802357,2543
,1538945,3046
,70660,112
,490651,684
,1013541,1532
,1336318,2038
,526,2
,126100063,194673
,2685,8
,3603,6
,10227718,12991
,9678783,15090
,814222,1028
,1319572,2499
,16249,29
,311523,339
,554,2
,6238,12
,563234,684
,42827,105
,27703,51
,12115338,16761
,3215,10
,2885533,3633
,104622,18
,1312,5
,135800,50
,103085,179
,2945,5
,2627988,4000
,6488,15
,97055,163
,14978,32
,1962326,2646
,49644733,64348
,63062,89
,40032143,22254
,28832020,42908
,139886870,163105
,7040637,8829
,506492,413
,314746,432
,4999,7
,530,2
,4623979,5804
,27708,28
,118576,167
,159743,116
,95607,169
,1307,5
,11369987,7908
,279553,415
,232107,461
,408524,523
,2371457,4405
,314650,670
,29238,61
,263,1
,1931389,2778
,289107,419
,1233,2
,559518,723
,71261214,94436
,1172279,1369
,7887239,9477
,59847,70
,4807,5
,1505,4
,262,1
,385588,536
,189808890,223415
,3278979,672
,103556,164
,60786,86
,46462,22
,2674529,4134
,393836,575
,9956911,14975
,154037,257
,6384771,8216
,46989,113
,135585,155
,3451,8
,60531,64
,3470232,6201
,1949671,2070
,8937642,11729
,173425,251
,39756,60
,21288,41
,195778,315
,1348,5
,11112232,14439
,3644073,4731
,947229,1184
,1007779512,1790056
,813953,1318
,13205,27
,1551,4
,5840,10
,147701,187
,1440422,2438
,430492,573
,12384671,21106
,864733,1318
,12770802,19518
,172441,229
,3863,10
,88496,141
,48584,18
,175212,270
,3390817,4631
,596301,844
,127117,164
,6448,15
,21934,55
,574081,831
,188611,312
,3781251,5717
,13655590,33059
,586267,881
,71283088,113287
,191710,324
,3687121,5481
,274499,455
,92755794,127435
,970918,633
,1258126,1705
,329271,411
,75158,122
,1179,3
,630844,224
,38219817,52838
,1468202,2132
,7765171,15068
,64329,99
,1055216,1457
,201675,296
,24147,41
,73047842,103813
,1460388,1858
,44812306,55258
,12441130,15326
,242901,373
,16893,16
,18156,38
,2395760,3271
,1287588556,2445456
,44048214,64893
,5348,12
,14062,38
,3926443,5929
,4858526,8006
,30365987,30399
,638557,665
,54379,108
,1091582,1700
,65142,98
,221077,352
,39094,60
,34848844,52015
,30942,45
,2142461,3166
,877168,861
,6819951,7812
,9601504,7005
,259378,348
,351389,492
,1341796,1583
,611103,859
,5004458,6112
,875993,1105
,1637,6
,1001687,1428
,10677517,15737
,92170,126
,14370,49
,7401,8
,275295,368
,671503,972
,21362,36
,57349,104
,11251,17
,128175,233
,24704,32
,16164,15
,14700,15
,81199,86
,4093,10
,22731,41
,316658,241
,40166,42
,2242218,3104
,1954,2
,10602563,16041
,444686,421
,67244784,85368
,9811441,12519
,8427213,1546
,29044,25
,760720,1150
,534,2
,43383028,63769
,153379,201
,2416891,3060
,477774,477
,2577840,3492
,61470163,28037
,467969,964
,8523686,12355
,15156769,17360
,131359,183
,38068,66
,2442928,3065
,4942898,6981
,14835,23
,954776,1539
,134486,175
,5003732,6819
,604518,706
,22350,41
,1605312,2375
,1176643,1579
,602494,855
,167197,275
,89331,117
,332614,441
,13268298,16885
,577282,1002
,2034704,3092
,2449958,2950
,53511,47
,715,2
,152664272,232437
,32246,48
,4921971,7566
,13765,42
,21694123,25026
,275910,357
,1451332,1575
,173606,285
,59701,44
,6227676,9302
,3955140,5423
,25704,73
,1364410,1615
,376726362,851012
,3497899,4330
,11208,16
,976604,1324
,1126266,1861
,49809,76
,118438,134
,91637,117
,39031187,58926
,21503,30
,715,2
,2008301,2893
,2517803,3692
,1347,5
,62225,117
,10942532,9964
,1313046,2506
,292704,670
,5499577,8377
,3804,14
,190718,220
,335859,576
,4985,12
,152637,255
,43726,107
,374040,556
,2234323,3455
,177548,221
,63151792,91386
,98500,84
,2036357,2569
,9593307,14080
,491837,136
,1534373,398
,50787,63
,278959,344
,11536216,16710
,6238638,7888
,76863559,98975
,6919552,6776
,526,2
,769274,962
,1565,6
,19446971,27987
,54100,91
,1971180,4826
,190402,422
,125705,138
,7621,7
,162205697,216910
,518714,716
,1328069,1193
,289027,394
,263,1
,11864748,12685
,995135,1342
,312712,540
,40645,97
,7765311,6982
,13843174,19203
,4103568,7171
,29328,80
,44336,64
,151993,48
,884896,1376
,232603,369
,73556394,104792
,11727491,15948
,128546,172
,1187,3
,4191435,5357
,11583,29
,523,2
,80005077,118501
,5819342,9430
,205592,117
,853955,892
,247853,253
,975118,1441
,1225480,1316
,165837,273
,4063037,6304
,2166944,2640
,9260,26
,282064,338
,11588,18
,840151,1016
,651186621,924267
,64900,83
,30960665,44265
,73821592,104806
,51003743,45934
,2814129,4059
,253685,352
,264,1
,29909738,37391
,652252,1007
,29683,40
,158902517,221904
,413489,585
,38730,38
,8282,16
,15514,45
,40437,68
,5353263,8281
,588441,719
,43420,59
,3703293,4556
,266,1
,262,1
,47782,98
,124371,252
,7499862,11069
,4372982,6102
,1768184,1530
,6022833,7645
,3870717,4732
,405077,537
,14817,34
,146507911,184234
,2207709,2796
,317292,912
,568697,466
,2631318,3767
,1711555,2130
,989298,1491
,1155,4
,258608,210
,7812700,10144
,2987573,4185
,611,2
,3002,8
,688718,1002
,2559740,3078
,1342750,1974
,10528405,16844
,3183513,4605
,65658336,82035
,3240135,5855
,72794707,104305
,97748,146
,5877,21
,449434,560
,159199,257
,7434,15
,2248601,2819
,1130,3
,4437,4
,26398,39
,2739,4
,4831069,7086
,1015507,1304
,11181,23
,8167124,9514
,13481040,18479
,1757073,1186
,1755815,2659
,47658848,54737
,311961666,427374
,607093,860
,222629,348
,26659126,56372
,255516,392
,14536,35
,67750863,103625
,526,2
,3331645,3461
,485727,979
,43344,14
,337884,573
,259,1
,225505,482
,4378,14
,3531636,4697
,35662,45
,2420811,3249
,22461683,30841
,16917,14
,3032,5
,1783,6
,3723304,5366
,12550360,15874
,1863459,3109
,68235,44
,1302,1
,41643,99
,1274945058,1609142
,18611061,38806
,334637,412
,181347,190
,195710,95
,780,3
,3410942,4137
,5248444,9640
,18884540,21899
,60413995,108606
,1029253,1074
,2080541,3089
,1002029,1546
,13416,33
,18245142,23891
,5748238,7274
,147330,61
,960552,1505
,20222,48
,446928154,652090
,508936,958
,2921964,5010
,31559095,46097
,436604,657
,2853,8
,9054,30
,2520,8
,1280,4
,7402575,10035
,278023,412
,23241,53
,2356,1
,8904184,11225
,517442,681
,41865027,66337
,5232766,7449
,89904,155
,128432266,127416
,7061,14
,1395145,1587
,2015723,2743
,773241,1059
,1346346,1828
,607850,660
,27666039,44410
,10649,8
,11738660,18257
,119350,184
,69252778,93856
,1931034,4867
